date,resolution_minutes,SEK_per_kWh,EUR_per_kWh,EXR,price_area
2021-11-05 18:00:00+00:00,60,0.4562,0.04493,10.153631,SE3
2021-11-05 19:00:00+00:00,60,0.15109,0.01488,10.153631,SE3
2021-11-05 20:00:00+00:00,60,0.13596,0.01339,10.153631,SE3
2021-11-05 21:00:00+00:00,60,0.12418,0.01223,10.153631,SE3
2021-11-05 22:00:00+00:00,60,0.07443,0.00733,10.153631,SE3
2021-11-05 23:00:00+00:00,60,0.03462,0.00341,10.153631,SE3
2021-11-06 00:00:00+00:00,60,0.02752,0.00271,10.153631,SE3
2021-11-06 01:00:00+00:00,60,0.01848,0.00182,10.153631,SE3
2021-11-06 02:00:00+00:00,60,0.01889,0.00186,10.153631,SE3
2021-11-06 03:00:00+00:00,60,0.02092,0.00206,10.153631,SE3
2021-11-06 04:00:00+00:00,60,0.03259,0.00321,10.153631,SE3
2021-11-06 05:00:00+00:00,60,0.02823,0.00278,10.153631,SE3
2021-11-06 06:00:00+00:00,60,0.03462,0.00341,10.153631,SE3
2021-11-06 07:00:00+00:00,60,0.04925,0.00485,10.153631,SE3
2021-11-06 08:00:00+00:00,60,0.09971,0.00982,10.153631,SE3
2021-11-06 09:00:00+00:00,60,0.11342,0.01117,10.153631,SE3
2021-11-06 10:00:00+00:00,60,0.11717,0.01154,10.153631,SE3
2021-11-06 11:00:00+00:00,60,0.11951,0.01177,10.153631,SE3
2021-11-06 12:00:00+00:00,60,0.12032,0.01185,10.153631,SE3
2021-11-06 13:00:00+00:00,60,0.12834,0.01264,10.153631,SE3
2021-11-06 14:00:00+00:00,60,0.13728,0.01352,10.153631,SE3
2021-11-06 15:00:00+00:00,60,0.76244,0.07509,10.153631,SE3
2021-11-06 16:00:00+00:00,60,0.65999,0.065,10.153631,SE3
2021-11-06 17:00:00+00:00,60,0.34888,0.03436,10.153631,SE3
2021-11-06 18:00:00+00:00,60,0.13565,0.01336,10.153631,SE3
2021-11-06 19:00:00+00:00,60,0.12956,0.01276,10.153631,SE3
2021-11-06 20:00:00+00:00,60,0.12885,0.01269,10.153631,SE3
2021-11-06 21:00:00+00:00,60,0.12073,0.01189,10.153631,SE3
2021-11-06 22:00:00+00:00,60,0.10377,0.01022,10.153631,SE3
2021-11-06 23:00:00+00:00,60,0.0667,0.00673,9.910868,SE3
2021-11-07 00:00:00+00:00,60,0.04638,0.00468,9.910868,SE3
2021-11-07 01:00:00+00:00,60,0.03409,0.00344,9.910868,SE3
2021-11-07 02:00:00+00:00,60,0.01625,0.00164,9.910868,SE3
2021-11-07 03:00:00+00:00,60,0.01457,0.00147,9.910868,SE3
2021-11-07 04:00:00+00:00,60,0.02745,0.00277,9.910868,SE3
2021-11-07 05:00:00+00:00,60,0.03251,0.00328,9.910868,SE3
2021-11-07 06:00:00+00:00,60,0.09197,0.00928,9.910868,SE3
2021-11-07 07:00:00+00:00,60,0.10763,0.01086,9.910868,SE3
2021-11-07 08:00:00+00:00,60,0.13955,0.01408,9.910868,SE3
2021-11-07 09:00:00+00:00,60,0.12527,0.01264,9.910868,SE3
2021-11-07 10:00:00+00:00,60,0.13717,0.01384,9.910868,SE3
2021-11-07 11:00:00+00:00,60,0.14014,0.01414,9.910868,SE3
2021-11-07 12:00:00+00:00,60,0.15183,0.01532,9.910868,SE3
2021-11-07 13:00:00+00:00,60,0.15778,0.01592,9.910868,SE3
2021-11-07 14:00:00+00:00,60,0.2222,0.02242,9.910868,SE3
2021-11-07 15:00:00+00:00,60,0.72458,0.07311,9.910868,SE3
2021-11-07 16:00:00+00:00,60,0.83103,0.08385,9.910868,SE3
2021-11-07 17:00:00+00:00,60,0.78207,0.07891,9.910868,SE3
2021-11-07 18:00:00+00:00,60,0.56958,0.05747,9.910868,SE3
2021-11-07 19:00:00+00:00,60,0.17304,0.01746,9.910868,SE3
2021-11-07 20:00:00+00:00,60,0.17096,0.01725,9.910868,SE3
2021-11-07 21:00:00+00:00,60,0.15669,0.01581,9.910868,SE3
2021-11-07 22:00:00+00:00,60,0.14619,0.01475,9.910868,SE3
2021-11-07 23:00:00+00:00,60,0.15306,0.0154,9.938754,SE3
2021-11-08 00:00:00+00:00,60,0.15127,0.01522,9.938754,SE3
2021-11-08 01:00:00+00:00,60,0.15147,0.01524,9.938754,SE3
2021-11-08 02:00:00+00:00,60,0.15455,0.01555,9.938754,SE3
2021-11-08 03:00:00+00:00,60,0.16469,0.01657,9.938754,SE3
2021-11-08 04:00:00+00:00,60,0.31377,0.03157,9.938754,SE3
2021-11-08 05:00:00+00:00,60,0.98205,0.09881,9.938754,SE3
2021-11-08 06:00:00+00:00,60,1.14007,0.11471,9.938754,SE3
2021-11-08 07:00:00+00:00,60,1.29184,0.12998,9.938754,SE3
2021-11-08 08:00:00+00:00,60,1.2986,0.13066,9.938754,SE3
2021-11-08 09:00:00+00:00,60,1.24294,0.12506,9.938754,SE3
2021-11-08 10:00:00+00:00,60,1.17098,0.11782,9.938754,SE3
2021-11-08 11:00:00+00:00,60,1.09018,0.10969,9.938754,SE3
2021-11-08 12:00:00+00:00,60,1.12974,0.11367,9.938754,SE3
2021-11-08 13:00:00+00:00,60,1.1681,0.11753,9.938754,SE3
2021-11-08 14:00:00+00:00,60,1.26799,0.12758,9.938754,SE3
2021-11-08 15:00:00+00:00,60,2.20889,0.22225,9.938754,SE3
2021-11-08 16:00:00+00:00,60,2.81654,0.28339,9.938754,SE3
2021-11-08 17:00:00+00:00,60,2.68317,0.26997,9.938754,SE3
2021-11-08 18:00:00+00:00,60,1.22674,0.12343,9.938754,SE3
2021-11-08 19:00:00+00:00,60,1.04456,0.1051,9.938754,SE3
2021-11-08 20:00:00+00:00,60,1.00908,0.10153,9.938754,SE3
2021-11-08 21:00:00+00:00,60,0.95382,0.09597,9.938754,SE3
2021-11-08 22:00:00+00:00,60,0.87093,0.08763,9.938754,SE3
2021-11-08 23:00:00+00:00,60,0.21812,0.02194,9.941599,SE3
2021-11-09 00:00:00+00:00,60,0.15857,0.01595,9.941599,SE3
2021-11-09 01:00:00+00:00,60,0.14634,0.01472,9.941599,SE3
2021-11-09 02:00:00+00:00,60,0.14216,0.0143,9.941599,SE3
2021-11-09 03:00:00+00:00,60,0.42799,0.04305,9.941599,SE3
2021-11-09 04:00:00+00:00,60,0.79294,0.07976,9.941599,SE3
2021-11-09 05:00:00+00:00,60,0.87973,0.08849,9.941599,SE3
2021-11-09 06:00:00+00:00,60,0.9529,0.09585,9.941599,SE3
2021-11-09 07:00:00+00:00,60,0.96463,0.09703,9.941599,SE3
2021-11-09 08:00:00+00:00,60,0.92109,0.09265,9.941599,SE3
2021-11-09 09:00:00+00:00,60,0.8349,0.08398,9.941599,SE3
2021-11-09 10:00:00+00:00,60,0.596,0.05995,9.941599,SE3
2021-11-09 11:00:00+00:00,60,0.55623,0.05595,9.941599,SE3
2021-11-09 12:00:00+00:00,60,0.5965,0.06,9.941599,SE3
2021-11-09 13:00:00+00:00,60,0.5958,0.05993,9.941599,SE3
2021-11-09 14:00:00+00:00,60,0.74592,0.07503,9.941599,SE3
2021-11-09 15:00:00+00:00,60,0.81302,0.08178,9.941599,SE3
2021-11-09 16:00:00+00:00,60,0.82485,0.08297,9.941599,SE3
2021-11-09 17:00:00+00:00,60,0.5964,0.05999,9.941599,SE3
2021-11-09 18:00:00+00:00,60,0.14495,0.01458,9.941599,SE3
2021-11-09 19:00:00+00:00,60,0.136,0.01368,9.941599,SE3
2021-11-09 20:00:00+00:00,60,0.13928,0.01401,9.941599,SE3
2021-11-09 21:00:00+00:00,60,0.11681,0.01175,9.941599,SE3
2021-11-09 22:00:00+00:00,60,0.06442,0.00648,9.941599,SE3
2021-11-09 23:00:00+00:00,60,0.03917,0.00392,9.993508,SE3
2021-11-10 00:00:00+00:00,60,0.03897,0.0039,9.993508,SE3
2021-11-10 01:00:00+00:00,60,0.03808,0.00381,9.993508,SE3
2021-11-10 02:00:00+00:00,60,0.03987,0.00399,9.993508,SE3
2021-11-10 03:00:00+00:00,60,0.04917,0.00492,9.993508,SE3
2021-11-10 04:00:00+00:00,60,0.09684,0.00969,9.993508,SE3
2021-11-10 05:00:00+00:00,60,0.12062,0.01207,9.993508,SE3
2021-11-10 06:00:00+00:00,60,0.29891,0.02991,9.993508,SE3
2021-11-10 07:00:00+00:00,60,0.75141,0.07519,9.993508,SE3
2021-11-10 08:00:00+00:00,60,0.22945,0.02296,9.993508,SE3
2021-11-10 09:00:00+00:00,60,0.22975,0.02299,9.993508,SE3
2021-11-10 10:00:00+00:00,60,0.22965,0.02298,9.993508,SE3
2021-11-10 11:00:00+00:00,60,0.40933,0.04096,9.993508,SE3
2021-11-10 12:00:00+00:00,60,0.38405,0.03843,9.993508,SE3
2021-11-10 13:00:00+00:00,60,0.28422,0.02844,9.993508,SE3
2021-11-10 14:00:00+00:00,60,0.65048,0.06509,9.993508,SE3
2021-11-10 15:00:00+00:00,60,0.95028,0.09509,9.993508,SE3
2021-11-10 16:00:00+00:00,60,0.97756,0.09782,9.993508,SE3
2021-11-10 17:00:00+00:00,60,0.83905,0.08396,9.993508,SE3
2021-11-10 18:00:00+00:00,60,0.22815,0.02283,9.993508,SE3
2021-11-10 19:00:00+00:00,60,0.10163,0.01017,9.993508,SE3
2021-11-10 20:00:00+00:00,60,0.10033,0.01004,9.993508,SE3
2021-11-10 21:00:00+00:00,60,0.04767,0.00477,9.993508,SE3
2021-11-10 22:00:00+00:00,60,0.03548,0.00355,9.993508,SE3
2021-11-10 23:00:00+00:00,60,0.02922,0.00293,9.973962,SE3
2021-11-11 00:00:00+00:00,60,0.03361,0.00337,9.973962,SE3
2021-11-11 01:00:00+00:00,60,0.03451,0.00346,9.973962,SE3
2021-11-11 02:00:00+00:00,60,0.0382,0.00383,9.973962,SE3
2021-11-11 03:00:00+00:00,60,0.04329,0.00434,9.973962,SE3
2021-11-11 04:00:00+00:00,60,0.08757,0.00878,9.973962,SE3
2021-11-11 05:00:00+00:00,60,0.10722,0.01075,9.973962,SE3
2021-11-11 06:00:00+00:00,60,0.27418,0.02749,9.973962,SE3
2021-11-11 07:00:00+00:00,60,0.49411,0.04954,9.973962,SE3
2021-11-11 08:00:00+00:00,60,0.13804,0.01384,9.973962,SE3
2021-11-11 09:00:00+00:00,60,0.16676,0.01672,9.973962,SE3
2021-11-11 10:00:00+00:00,60,0.12687,0.01272,9.973962,SE3
2021-11-11 11:00:00+00:00,60,0.12747,0.01278,9.973962,SE3
2021-11-11 12:00:00+00:00,60,0.15859,0.0159,9.973962,SE3
2021-11-11 13:00:00+00:00,60,0.16686,0.01673,9.973962,SE3
2021-11-11 14:00:00+00:00,60,0.39487,0.03959,9.973962,SE3
2021-11-11 15:00:00+00:00,60,0.69907,0.07009,9.973962,SE3
2021-11-11 16:00:00+00:00,60,0.94274,0.09452,9.973962,SE3
2021-11-11 17:00:00+00:00,60,0.93665,0.09391,9.973962,SE3
2021-11-11 18:00:00+00:00,60,0.26611,0.02668,9.973962,SE3
2021-11-11 19:00:00+00:00,60,0.15948,0.01599,9.973962,SE3
2021-11-11 20:00:00+00:00,60,0.17185,0.01723,9.973962,SE3
2021-11-11 21:00:00+00:00,60,0.12108,0.01214,9.973962,SE3
2021-11-11 22:00:00+00:00,60,0.10752,0.01078,9.973962,SE3
2021-11-11 23:00:00+00:00,60,0.11031,0.01101,10.019338,SE3
2021-11-12 00:00:00+00:00,60,0.11182,0.01116,10.019338,SE3
2021-11-12 01:00:00+00:00,60,0.11131,0.01111,10.019338,SE3
2021-11-12 02:00:00+00:00,60,0.11462,0.01144,10.019338,SE3
2021-11-12 03:00:00+00:00,60,0.12073,0.01205,10.019338,SE3
2021-11-12 04:00:00+00:00,60,0.13155,0.01313,10.019338,SE3
2021-11-12 05:00:00+00:00,60,0.65126,0.065,10.019338,SE3
2021-11-12 06:00:00+00:00,60,0.97348,0.09716,10.019338,SE3
2021-11-12 07:00:00+00:00,60,0.99943,0.09975,10.019338,SE3
2021-11-12 08:00:00+00:00,60,0.97939,0.09775,10.019338,SE3
2021-11-12 09:00:00+00:00,60,0.96616,0.09643,10.019338,SE3
2021-11-12 10:00:00+00:00,60,0.93881,0.0937,10.019338,SE3
2021-11-12 11:00:00+00:00,60,0.93791,0.09361,10.019338,SE3
2021-11-12 12:00:00+00:00,60,0.93831,0.09365,10.019338,SE3
2021-11-12 13:00:00+00:00,60,0.93761,0.09358,10.019338,SE3
2021-11-12 14:00:00+00:00,60,0.94021,0.09384,10.019338,SE3
2021-11-12 15:00:00+00:00,60,0.97699,0.09751,10.019338,SE3
2021-11-12 16:00:00+00:00,60,1.00203,0.10001,10.019338,SE3
2021-11-12 17:00:00+00:00,60,0.97989,0.0978,10.019338,SE3
2021-11-12 18:00:00+00:00,60,0.933,0.09312,10.019338,SE3
2021-11-12 19:00:00+00:00,60,0.87058,0.08689,10.019338,SE3
2021-11-12 20:00:00+00:00,60,0.86537,0.08637,10.019338,SE3
2021-11-12 21:00:00+00:00,60,0.83381,0.08322,10.019338,SE3
2021-11-12 22:00:00+00:00,60,0.2075,0.02071,10.019338,SE3
2021-11-12 23:00:00+00:00,60,0.17163,0.01713,10.019338,SE3
2021-11-13 00:00:00+00:00,60,0.15901,0.01587,10.019338,SE3
2021-11-13 01:00:00+00:00,60,0.14869,0.01484,10.019338,SE3
2021-11-13 02:00:00+00:00,60,0.14979,0.01495,10.019338,SE3
2021-11-13 03:00:00+00:00,60,0.15951,0.01592,10.019338,SE3
2021-11-13 04:00:00+00:00,60,0.16973,0.01694,10.019338,SE3
2021-11-13 05:00:00+00:00,60,0.20229,0.02019,10.019338,SE3
2021-11-13 06:00:00+00:00,60,0.25028,0.02498,10.019338,SE3
2021-11-13 07:00:00+00:00,60,0.65046,0.06492,10.019338,SE3
2021-11-13 08:00:00+00:00,60,0.70105,0.06997,10.019338,SE3
2021-11-13 09:00:00+00:00,60,0.45097,0.04501,10.019338,SE3
2021-11-13 10:00:00+00:00,60,0.55187,0.05508,10.019338,SE3
2021-11-13 11:00:00+00:00,60,0.58032,0.05792,10.019338,SE3
2021-11-13 12:00:00+00:00,60,0.4685,0.04676,10.019338,SE3
2021-11-13 13:00:00+00:00,60,0.55106,0.055,10.019338,SE3
2021-11-13 14:00:00+00:00,60,0.65146,0.06502,10.019338,SE3
2021-11-13 15:00:00+00:00,60,0.98009,0.09782,10.019338,SE3
2021-11-13 16:00:00+00:00,60,0.99342,0.09915,10.019338,SE3
2021-11-13 17:00:00+00:00,60,0.8823,0.08806,10.019338,SE3
2021-11-13 18:00:00+00:00,60,0.97448,0.09726,10.019338,SE3
2021-11-13 19:00:00+00:00,60,0.65056,0.06493,10.019338,SE3
2021-11-13 20:00:00+00:00,60,0.63623,0.0635,10.019338,SE3
2021-11-13 21:00:00+00:00,60,0.25209,0.02516,10.019338,SE3
2021-11-13 22:00:00+00:00,60,0.14268,0.01424,10.019338,SE3
2021-11-13 23:00:00+00:00,60,0.15195,0.01516,10.023274,SE3
2021-11-14 00:00:00+00:00,60,0.14684,0.01465,10.023274,SE3
2021-11-14 01:00:00+00:00,60,0.14183,0.01415,10.023274,SE3
2021-11-14 02:00:00+00:00,60,0.14033,0.014,10.023274,SE3
2021-11-14 03:00:00+00:00,60,0.14734,0.0147,10.023274,SE3
2021-11-14 04:00:00+00:00,60,0.15205,0.01517,10.023274,SE3
2021-11-14 05:00:00+00:00,60,0.14905,0.01487,10.023274,SE3
2021-11-14 06:00:00+00:00,60,0.15235,0.0152,10.023274,SE3
2021-11-14 07:00:00+00:00,60,0.21971,0.02192,10.023274,SE3
2021-11-14 08:00:00+00:00,60,0.41055,0.04096,10.023274,SE3
2021-11-14 09:00:00+00:00,60,0.6011,0.05997,10.023274,SE3
2021-11-14 10:00:00+00:00,60,0.65091,0.06494,10.023274,SE3
2021-11-14 11:00:00+00:00,60,0.60019,0.05988,10.023274,SE3
2021-11-14 12:00:00+00:00,60,0.64951,0.0648,10.023274,SE3
2021-11-14 13:00:00+00:00,60,0.70263,0.0701,10.023274,SE3
2021-11-14 14:00:00+00:00,60,0.98489,0.09826,10.023274,SE3
2021-11-14 15:00:00+00:00,60,1.03019,0.10278,10.023274,SE3
2021-11-14 16:00:00+00:00,60,1.07269,0.10702,10.023274,SE3
2021-11-14 17:00:00+00:00,60,1.0342,0.10318,10.023274,SE3
2021-11-14 18:00:00+00:00,60,1.00203,0.09997,10.023274,SE3
2021-11-14 19:00:00+00:00,60,0.97496,0.09727,10.023274,SE3
2021-11-14 20:00:00+00:00,60,0.97466,0.09724,10.023274,SE3
2021-11-14 21:00:00+00:00,60,0.65141,0.06499,10.023274,SE3
2021-11-14 22:00:00+00:00,60,0.44974,0.04487,10.023274,SE3
2021-11-14 23:00:00+00:00,60,0.1423,0.01422,10.007246,SE3
2021-11-15 00:00:00+00:00,60,0.14,0.01399,10.007246,SE3
2021-11-15 01:00:00+00:00,60,0.1367,0.01366,10.007246,SE3
2021-11-15 02:00:00+00:00,60,0.1324,0.01323,10.007246,SE3
2021-11-15 03:00:00+00:00,60,0.1359,0.01358,10.007246,SE3
2021-11-15 04:00:00+00:00,60,0.90035,0.08997,10.007246,SE3
2021-11-15 05:00:00+00:00,60,0.98231,0.09816,10.007246,SE3
2021-11-15 06:00:00+00:00,60,1.00613,0.10054,10.007246,SE3
2021-11-15 07:00:00+00:00,60,1.02324,0.10225,10.007246,SE3
2021-11-15 08:00:00+00:00,60,1.00163,0.10009,10.007246,SE3
2021-11-15 09:00:00+00:00,60,0.99702,0.09963,10.007246,SE3
2021-11-15 10:00:00+00:00,60,0.98541,0.09847,10.007246,SE3
2021-11-15 11:00:00+00:00,60,0.98601,0.09853,10.007246,SE3
2021-11-15 12:00:00+00:00,60,0.99672,0.0996,10.007246,SE3
2021-11-15 13:00:00+00:00,60,0.99982,0.09991,10.007246,SE3
2021-11-15 14:00:00+00:00,60,1.00793,0.10072,10.007246,SE3
2021-11-15 15:00:00+00:00,60,1.02494,0.10242,10.007246,SE3
2021-11-15 16:00:00+00:00,60,1.06457,0.10638,10.007246,SE3
2021-11-15 17:00:00+00:00,60,1.01874,0.1018,10.007246,SE3
2021-11-15 18:00:00+00:00,60,0.98071,0.098,10.007246,SE3
2021-11-15 19:00:00+00:00,60,0.68029,0.06798,10.007246,SE3
2021-11-15 20:00:00+00:00,60,0.29051,0.02903,10.007246,SE3
2021-11-15 21:00:00+00:00,60,0.15922,0.01591,10.007246,SE3
2021-11-15 22:00:00+00:00,60,0.1392,0.01391,10.007246,SE3
2021-11-15 23:00:00+00:00,60,0.1267,0.01258,10.071756,SE3
2021-11-16 00:00:00+00:00,60,0.127,0.01261,10.071756,SE3
2021-11-16 01:00:00+00:00,60,0.12841,0.01275,10.071756,SE3
2021-11-16 02:00:00+00:00,60,0.13134,0.01304,10.071756,SE3
2021-11-16 03:00:00+00:00,60,0.13748,0.01365,10.071756,SE3
2021-11-16 04:00:00+00:00,60,0.14272,0.01417,10.071756,SE3
2021-11-16 05:00:00+00:00,60,0.87816,0.08719,10.071756,SE3
